ImageId,EncodedPixels
test_mask_484,15841 8 16088 12 16328 23 16575 27 16823 29 17071 32 17320 33 17567 42 17815 45 18063 47 18312 49 18559 52 18807 57 18866 1 19056 61 19306 38 19353 15 19555 36 19804 36 20053 35 20301 36 20550 37 20799 38 21048 39 21297 39 21545 40 21794 41 22043 41 22292 42 22541 43 22791 42 23040 43 23290 43 23539 43 23788 44 24037 45 24287 45 24536 46 24786 46 25035 46 25285 46 25534 46 25784 45 26034 45 26284 45 26534 45 26784 45 27034 43 27284 42 27533 41 27783 41 28032 41 28282 40 28532 40 28782 39 29032 39 29282 38 29532 37 29782 37 30032 37 30281 37 30531 37 30781 37 31031 36 31282 34 31532 33 31782 32 32033 31 32283 31 32533 30 32784 29 33034 27 33284 26 33534 26 33784 25 34034 25 34284 25 34535 23 34785 23 35035 22 35284 22 35534 22 35784 22 36034 22 36284 22 36534 22 36784 22 37034 22 37284 22 37535 21 37785 21 38035 21 38286 20 38536 20 38787 22 39038 25 39289 25 39539 25 39790 25 40040 26 40290 27 40540 28 40791 29 41042 31 41293 32 41544 34 41794 35 42044 38 42296 39 42547 40 42797 40 43049 42 43300 44 43553 44 43805 46 44056 49 44306 53 44557 53 44809 52 45060 51 45311 49 45562 48 45813 46 46065 42 46316 39 46568 35 46820 32 47072 30 47325 26 47578 1 47581 1 47590 8
test_mask_485,19601 22 19845 30 20094 32 20337 39 20587 40 20836 41 21084 43 21332 45 21579 50 21829 51 22079 52 22329 52 22578 54 22828 54 23077 55 23327 55 23576 41 23618 13 23825 42 23868 12 24074 54 24323 54 24573 53 24822 52 25071 51 25321 48 25571 45 25821 45 26070 45 26320 45 26570 44 26819 45 27069 45 27319 45 27569 45 27819 45 28068 46 28318 46 28568 46 28818 47 29068 47 29317 48 29567 47 29817 47 30067 47 30317 47 30567 47 30817 46 31067 46 31317 46 31567 46 31817 45 32067 45 32317 45 32567 45 32817 44 33067 44 33317 44 33567 44 33817 44 34067 44 34317 44 34567 44 34817 44 35068 43 35318 43 35568 43 35818 43 36069 41 36319 41 36569 41 36820 40 37070 40 37321 40 37571 41 37821 42 38071 43 38322 43 38572 44 38824 43 38876 4 39076 55 39328 54 39579 54 39829 54 40080 53 40330 53 40582 51 40833 50 41085 48 41336 47 41586 47 41837 44 42087 43 42337 39 42587 39 42838 31 43093 24 43345 16 43608 2
test_mask_486,12819 2 13046 1 13054 2 13065 14 13290 53 13538 57 13787 61 14036 65 14285 67 14534 69 14781 73 14855 1 14858 1 15030 80 15280 80 15529 81 15778 83 16027 86 16276 90 16525 93 16772 97 17020 100 17268 103 17517 105 17767 105 18017 105 18267 104 18517 104 18767 104 19017 103 19267 102 19516 94 19763 95 20011 95 20260 95 20509 94 20759 93 21009 92 21259 90 21506 90 21753 92 22003 83 22087 2 22091 2 22252 82 22501 80 22751 78 23001 77 23251 73 23501 70 23751 70 24001 70 24251 69 24501 69 24751 69 25001 68 25251 67 25501 67 25751 66 26001 66 26251 66 26501 65 26751 65 27001 65 27251 65 27501 65 27751 64 28001 64 28251 64 28501 64 28751 64 29001 64 29251 64 29501 65 29751 65 30001 65 30251 65 30501 65 30751 65 31001 65 31251 65 31501 65 31751 64 32001 64 32251 64 32501 63 32751 63 33001 63 33251 62 33501 62 33751 62 34001 61 34251 61 34501 60 34751 60 35001 60 35251 60 35501 60 35751 61 36001 61 36251 61 36501 62 36751 62 37001 62 37251 63 37501 63 37751 63 38001 64 38251 64 38501 65 38751 65 39001 67 39251 68 39502 68 39753 68 40004 67 40255 67 40506 67 40757 68 41009 68 41259 69 41509 70 41759 74 42009 78 42259 84 42509 88 42759 92 43010 93 43261 94 43512 95 43763 95 44014 96 44265 96 44516 97 44767 97 45020 95 45271 92 45521 90 45772 88 46023 86 46274 80 46355 1 46524 79 46777 75 47030 71 47282 67 47532 65 47783 62 48034 53 48089 6 48286 51 48537 48 48790 9 48806 23 49058 13 49075 4 49310 7 49562 1
test_mask_487,9953 17 10194 26 10442 28 10689 31 10939 32 11188 34 11438 35 11683 40 11917 57 12163 61 12412 62 12660 64 12908 66 13157 67 13400 3 13407 67 13636 5 13649 75 13880 95 14126 99 14360 116 14605 122 14852 125 15097 130 15345 133 15593 135 15839 144 16087 148 16337 148 16583 51 16636 2 16641 94 16830 53 16892 93 17079 54 17142 93 17327 55 17393 92 17574 57 17646 90 17822 57 17898 89 18071 56 18149 89 18319 56 18399 89 18565 59 18649 88 18814 58 18900 85 19064 50 19157 77 19314 46 19407 76 19563 40 19659 73 19812 38 19909 73 20061 37 20160 71 20310 36 20410 71 20559 36 20661 70 20807 38 20911 69 21057 37 21162 68 21306 37 21413 66 21554 35 21665 63 21803 34 21915 63 22052 32 22165 62 22301 30 22415 62 22550 29 22668 59 22799 28 22922 55 23048 27 23173 53 23298 24 23424 52 23547 24 23680 44 23796 25 23931 42 24046 24 24192 29 24296 24 24446 23 24545 24 24795 24 25044 25 25294 24 25544 23 25794 23 26044 23 26295 22 26545 22 26795 21 27045 21 27295 21 27545 20 27795 20 28045 19 28295 19 28545 19 28795 19 29045 18 29294 18 29543 19 29793 19 30043 18 30292 19 30542 19 30792 19 31042 18 31292 18 31542 19 31792 19 32043 18 32293 18 32543 18 32794 18 33044 18 33294 19 33544 20 33794 20 34044 20 34295 20 34545 20 34795 21 35045 21 35296 21 35546 22 35797 21 36047 22 36298 22 36548 28 36577 2 36798 31 37048 32 37298 33 37548 34 37798 34 38048 35 38298 35 38548 35 38799 35 39050 35 39301 35 39552 35 39803 42 39940 1 39943 8 40053 43 40180 27 40304 43 40427 35 40555 44 40674 43 40805 45 40923 47 41056 46 41165 60 41306 47 41415 62 41556 49 41661 67 41806 50 41907 73 42056 52 42156 77 42306 53 42403 82 42556 54 42651 85 42806 55 42900 87 43059 55 43148 92 43310 56 43395 95 43561 56 43643 98 43812 56 43892 99 44062 59 44134 2 44142 99 44313 59 44383 6 44391 100 44563 16 44581 42 44628 113 44814 8 44823 6 44834 3 44838 37 44876 117 45069 10 45089 154 45319 10 45340 153 45570 9 45591 152 45821 8 45841 152 46071 8 46093 150 46321 8 46344 1 46346 7 46358 135 46571 8 46600 2 46618 125 46822 7 46869 124 47125 118 47385 108 47637 106 47828 1 47889 104 48142 101 48400 93 48653 90 48906 87 49157 86 49408 85 49661 82 49913 80 50165 78 50415 78 50666 77 50919 74 51171 72 51422 71 51674 69 51925 68 52177 66 52428 64 52680 60 52932 59 53184 57 53436 56 53688 55 53939 54 54190 53 54441 52 54693 50 54944 47 55194 47 55445 46 55695 45 55946 44 56197 42 56449 39 56700 36 56953 1 56965 10 56981 4
test_mask_488,6172 1 6422 1 6671 2 6921 2 7171 2 7421 2 7670 3 7920 3 8170 3 8420 3 8671 2 8921 2 9171 2 9422 1 13346 7 13355 1 13358 2 13595 16 13841 21 14090 22 14339 23 14589 23 14838 24 15088 24 15338 23 15587 25 15836 27 16084 30 16333 31 16581 35 16830 37 17079 39 17328 40 17577 41 17826 42 18075 40 18324 38 18573 37 18823 34 19072 31 19322 27 19572 23 19822 22 20072 21 20322 19 20572 17 20822 15 21072 15 21322 15 21572 11 21824 8 22077 2 42337 18 42579 29 42822 39 43073 52 43324 56 43574 61 43825 64 44075 66 44326 65 44576 65 44827 64 45079 62 45337 53 45588 52 45840 49 46092 46 46345 43 46598 38 46853 31 47106 28 47357 27 47608 10 47619 14 47859 2 47870 12 48109 1 48120 10 48371 7 48622 4 48873 3 49123 3 49373 3 49623 3 49873 3 50123 3 50373 3 50623 3 50874 2 51125 1
test_mask_489,7858 3 8107 4 8357 5 8607 6 8857 6 9107 7 9357 7 9606 7 9856 12 9870 5 10105 17 10355 13 10605 14 10854 14 10890 1 11104 7 11114 4 11138 3 11355 5 11385 7 11603 7 11634 8 11849 21 11882 1 11887 4 12099 21 12139 2 12349 22 12598 23 12827 2 12848 25 13077 2 13097 27 13326 3 13347 27 13575 4 13595 31 13806 10 13823 8 13845 32 13983 3 13987 14 14054 16 14071 11 14094 34 14232 19 14304 29 14344 35 14482 19 14553 30 14592 40 14732 19 14802 33 14841 42 14981 20 15051 35 15089 45 15231 20 15300 36 15338 22 15363 22 15386 1 15481 20 15549 91 15732 19 15799 92 15983 18 16050 91 16233 18 16300 91 16483 18 16550 91 16732 19 16800 91 16982 11 16994 7 17051 36 17088 53 17232 11 17246 5 17301 91 17482 11 17496 5 17550 84 17635 7 17733 3 17748 3 17797 1 17799 93 17983 2 17998 3 18049 96 18234 1 18248 3 18296 101 18499 2 18546 101 18749 2 18796 102 18999 2 19045 104 19249 2 19295 104 19500 1 19545 77 19627 4 19635 13 19795 71 19889 3 20044 70 20293 68 20543 59 20605 5 20793 59 21042 45 21090 10 21293 44 21345 4 21542 45 21595 4 21792 45 21845 2 22042 45 22292 45 22543 44 22793 44 23044 43 23294 43 23542 44 23792 44 24042 44 24108 2 24292 44 24358 2 24542 43 24608 3 24792 43 24858 3 25042 43 25109 1 25292 43 25360 1 25541 45 25610 4 25791 46 25859 7 26041 46 26109 7 26291 46 26359 8 26541 46 26609 9 26790 47 26860 7 27040 47 27110 7 27291 46 27361 6 27541 41 27611 7 27791 30 27827 2 27861 7 28041 29 28111 6 28291 27 28362 3 28541 26 28791 25 29042 6 29049 15 29291 26 29540 29 29789 31 30039 32 30289 32 30539 16 30557 15 30789 16 30807 17 31039 15 31058 19 31289 40 31539 40 31789 40 32039 12 32055 24 32289 9 32306 23 32539 9 32556 23 32605 9 32790 8 32806 23 32853 14 33040 8 33056 24 33103 15 33290 8 33300 34 33350 19 33540 46 33598 21 33789 48 33846 23 34039 48 34096 23 34289 48 34345 24 34539 52 34595 23 34788 55 34844 23 35037 80 35287 80 35537 82 35787 50 35838 32 36037 50 36089 32 36287 50 36340 31 36537 50 36591 30 36787 49 36842 28 37038 46 37093 27 37289 45 37343 27 37540 45 37593 27 37791 45 37842 28 38042 45 38091 29 38293 44 38341 28 38544 43 38589 30 38795 42 38839 29 39046 45 39096 22 39296 45 39346 22 39546 46 39596 21 39796 46 39846 20 40047 45 40095 19 40297 1 40299 38 40338 4 40346 15 40551 36 40590 2 40596 14 40803 34 40846 14 41055 55 41305 55 41555 55 41805 55 42056 54 42306 54 42556 55 42806 55 43057 56 43308 56 43558 55 43809 28 43840 12 43854 8 44060 24 44093 9 44105 6 44131 1 44311 19 44345 3 44356 5 44377 7 44562 17 44607 3 44627 7 44812 17 44856 4 44876 8 45060 24 45092 11 45105 6 45124 10 45310 26 45341 12 45355 6 45374 10 45560 27 45590 13 45604 7 45624 10 45809 28 45839 14 45854 7 45874 10 46059 28 46088 23 46124 2 46128 3 46132 1 46308 53 46374 2 46558 53 46809 5 46815 1 46826 10 46841 4 46858 2 47061 3 47078 1 47311 3 47328 1 47562 2 47578 1 47812 2 47828 1 48078 1 48327 2 48578 1 61078 1 61328 1 61577 2 61827 2 62077 2 62326 3
test_mask_490,13858 2 14108 3 14358 3 14608 3 14858 2 15091 7 15337 15 15578 25 15827 30 16075 33 16322 37 16571 39 16819 41 17066 44 17314 46 17564 47 17813 49 18060 53 18307 57 18556 59 18806 59 19055 60 19305 61 19553 61 19801 61 20050 50 20298 49 20548 46 20797 42 21047 39 21295 35 21544 29 21793 28 22043 26 22293 24 22542 24 22792 22 23041 23 23290 23 23540 22 23789 22 24038 23 24288 22 24537 23 24786 23 25035 23 25284 23 25534 22 25784 22 26034 22 26285 20 26535 20 26785 19 27035 19 27284 20 27533 21 27783 21 28033 22 28283 22 28533 22 28782 23 29032 24 29282 24 29400 13 29532 25 29650 14 29782 25 29900 14 30032 25 30150 14 30282 25 30399 15 30532 25 30649 15 30782 26 30899 15 31032 26 31149 15 31283 25 31399 15 31533 26 31649 15 31783 26 31899 15 32033 26 32149 15 32283 26 32399 15 32534 25 32649 14 32784 25 32899 14 33034 25 33150 13 33189 10 33285 24 33400 12 33431 5 33438 13 33535 25 33650 12 33681 20 33785 25 33900 11 33931 20 34035 25 34150 12 34181 20 34285 26 34400 11 34431 20 34535 26 34650 11 34681 20 34786 26 34900 1 34907 4 34931 20 35036 26 35150 1 35158 1 35182 19 35286 26 35400 1 35434 11 35536 27 35650 1 35684 11 35701 2 35786 27 35900 3 35908 3 35934 11 35950 4 36036 27 36150 3 36157 7 36184 11 36202 2 36287 26 36400 3 36408 6 36435 9 36452 2 36537 26 36650 4 36658 8 36685 8 36787 26 36900 3 36908 7 36937 5 37037 26 37187 5 37288 25 37432 9 37538 25 37681 9 37789 24 37931 8 38039 25 38181 7 38290 24 38429 9 38540 24 38677 10 38790 24 38926 9 39041 24 39174 7 39292 25 39424 4 39543 25 39794 26 40045 26 40296 26 40548 25 40798 26 41050 28 41302 27 41554 34 41806 37 42057 49 42309 49 42562 49 42813 48 43066 49 43320 45 43572 41 43825 36 44078 2 44082 1 44090 20 44357 3
test_mask_491,7952 2 8202 2 8451 3 8701 3 8950 4 9200 4 9438 8 9449 5 9484 1 9685 12 9698 6 9732 3 9931 30 9967 19 9988 5 10178 65 10425 68 10500 1 10671 72 10918 75 10999 2 11162 81 11408 85 11500 1 11657 87 11748 3 11895 106 12139 3 12143 108 12386 115 12629 122 12869 132 13117 134 13363 138 13605 146 13828 1 13853 148 14078 1 14095 156 14327 2 14340 161 14577 7 14587 164 14827 174 15076 175 15326 175 15575 176 15824 177 16073 178 16323 178 16569 182 16818 183 17066 185 17315 186 17565 184 17816 183 18065 185 18315 186 18565 186 18815 186 19063 188 19314 187 19564 185 19814 185 20063 185 20313 64 20391 105 20563 57 20643 101 20813 50 20896 97 21063 47 21149 92 21312 45 21399 88 21553 46 21651 77 21729 6 21803 41 21903 80 22052 36 22155 79 22301 34 22407 76 22549 34 22657 74 22797 34 22908 45 22962 19 23046 34 23159 42 23212 16 23294 35 23412 36 23462 17 23542 35 23665 31 23714 17 23792 33 23915 30 23966 14 24042 31 24166 25 24217 12 24291 31 24420 18 24469 9 24538 33 24673 10 24719 8 24785 36 24970 5 25031 40 25279 42 25528 41 25778 40 26027 41 26277 40 26526 41 26773 43 27023 43 27273 42 27523 42 27773 41 28022 42 28272 42 28521 43 28770 44 29020 43 29269 44 29516 1 29518 44 29766 1 29768 42 30016 43 30266 42 30516 40 30765 41 31015 41 31265 40 31515 40 31765 41 32015 41 32265 41 32514 42 32764 42 33014 42 33265 41 33515 42 33765 42 34015 43 34265 43 34515 43 34765 44 35015 45 35264 49 35514 49 35764 50 36014 50 36264 50 36514 51 36764 52 37014 53 37264 55 37462 2 37514 56 37712 4 37764 57 37961 6 38015 56 38211 8 38265 56 38460 9 38515 56 38708 12 38766 56 38958 12 39017 56 39204 18 39268 58 39454 21 39519 59 39701 26 39733 7 39770 59 39948 45 40021 58 40196 48 40272 59 40446 50 40523 60 40693 53 40774 60 40940 58 41026 61 41176 73 41276 61 41423 76 41526 62 41665 84 41776 63 41915 83 42026 64 42164 84 42276 66 42410 88 42526 67 42657 91 42775 69 42907 91 43030 65 43150 98 43280 67 43399 100 43531 68 43646 103 43781 70 43893 106 44032 74 44135 1 44142 107 44282 79 44378 121 44533 216 44784 214 45035 209 45286 208 45537 206 45788 205 46038 205 46289 204 46541 201 46794 196 47047 1 47049 187 47297 1 47300 186 47547 1 47551 184 47802 176 47980 5 48057 170 48233 2 48309 168 48560 165 48815 147 48965 5 49066 144 49217 2 49316 142 49567 137 49817 130 49948 6 50067 130 50200 4 50317 130 50568 128 50823 123 51075 121 51325 121 51575 121 51825 121 52076 120 52326 3 52330 7 52338 108 52577 2 52581 6 52588 102 52692 4 52828 1 52840 60 52901 45 53078 1 53090 60 53151 45 53328 1 53340 60 53401 45 53578 1 53589 107 53828 1 53836 1 53839 108 54077 2 54088 109 54198 6 54328 1 54336 1 54338 116 54590 60 54651 53 54857 4 54871 12 54887 11 54905 49 55107 4 55122 11 55137 10 55155 42 55199 5 55357 4 55373 9 55387 9 55405 41 55449 5 55608 2 55623 7 55637 8 55655 41 55700 4 55858 2 55873 7 55888 6 55906 40 55951 3 56108 2 56123 6 56138 5 56156 40 56202 2 56359 1 56374 3 56388 4 56406 40 56452 2 56640 1 56667 29 56702 2 56919 27 56951 3 57170 26 57200 4 57420 26 57449 5 57671 25 57698 9 57708 1 57923 38 58174 38 58425 37 58680 16 58698 14 58932 7 58940 1 58942 1 58949 10 59184 5 59199 11 59436 2 59450 8 59687 1 59701 7 59951 4 60202 2 60452 2 60703 1 60953 1 61203 1 61453 1 61703 1
test_mask_492,14609 16 14845 5 14854 22 15090 36 15338 38 15586 39 15830 45 16079 45 16326 48 16573 50 16822 51 17071 52 17319 53 17567 50 17618 1 17817 41 18066 40 18315 40 18565 37 18815 29 19064 30 19314 28 19563 26 19813 22 20063 19 20313 13 20562 8 20571 4 20811 10 21060 10 21308 13 21556 14 21806 13 22056 12 22306 12 22556 12 22806 12 23056 11 23306 11 23555 12 23805 12 24055 12 24305 12 24555 12 24805 12 25055 12 25305 11 25553 13 25803 13 26052 14 26302 13 26551 14 26801 14 27052 13 27301 13 27550 14 27800 14 28051 13 28300 14 28551 13 28801 13 29051 13 29299 15 29548 16 29798 16 30048 16 30298 16 30549 14 30799 14 31049 14 31299 15 31549 15 31800 14 32050 14 32300 14 32551 13 32801 13 33051 13 33302 12 33552 12 33802 12 34052 12 34303 11 34553 11 34804 10 35055 9 35305 10 35556 9 35806 9 36057 8 36310 5 36563 3 36813 3 37063 3 37313 3 37563 3 37814 3 38064 3 38314 2 38822 7 39071 8 39315 2 39321 9 39566 1 39572 9 39823 8 40073 9 40325 8 40575 9 40828 8 41079 9 41329 10 41579 12 41829 14 42079 19 42329 27 42580 30 42831 31 43086 30 43337 27 43588 23 43839 22 44091 10 44105 5 44343 4 44357 3 44609 1
test_mask_493,14562 6 14805 16 15051 20 15298 23 15547 24 15794 28 16041 32 16290 33 16531 44 16781 44 17030 45 17279 47 17528 48 17777 44 18027 42 18277 41 18527 40 18776 41 19026 40 19275 41 19524 41 19774 41 20024 41 20274 40 20523 41 20773 41 21022 42 21271 43 21521 43 21770 44 22020 44 22270 43 22519 44 22769 45 23019 45 23267 46 23517 46 23766 47 24015 48 24262 51 24509 53 24758 54 25008 54 25256 55 25504 57 25753 58 26003 58 26253 58 26502 59 26752 59 27002 59 27252 59 27502 59 27753 58 28003 58 28253 58 28504 57 28755 55 29006 54 29255 56 29506 55 29756 56 30007 55 30258 55 30508 55 30758 56 31009 56 31260 55 31511 55 31761 55 32011 55 32262 54 32512 54 32763 53 33013 53 33265 51 33516 49 33766 49 34017 48 34267 48 34517 48 34767 48 35017 45 35268 43 35518 43 35768 43 36018 43 36268 42 36518 42 36769 41 37020 40 37271 40 37521 40 37771 40 38022 40 38272 40 38522 40 38773 40 39025 39 39277 37 39529 35 39780 34 40032 32 40282 32 40532 32 40783 30 41037 26 41289 25 41540 24 41790 24 42044 20 42299 15 42555 10 42806 8 43061 2
test_mask_494,17313 9 17327 1 17336 16 17557 49 17805 54 18054 57 18302 63 18550 68 18799 69 19048 70 19297 71 19546 68 19795 43 19853 7 20044 40 20293 38 20543 34 20792 31 21041 30 21290 31 21540 30 21789 30 22039 30 22288 30 22538 30 22787 31 23037 30 23286 31 23535 32 23784 33 24034 33 24283 34 24533 34 24782 35 25032 35 25281 36 25530 37 25780 37 26030 37 26280 37 26530 37 26779 38 27029 38 27279 38 27528 39 27778 39 28028 39 28278 39 28527 40 28777 40 29027 39 29277 39 29526 40 29776 40 30026 40 30276 40 30525 41 30775 41 31025 40 31275 40 31525 39 31775 39 32025 39 32275 38 32525 38 32775 36 33024 34 33274 32 33524 31 33774 31 34024 30 34274 30 34524 29 34774 29 35024 29 35275 28 35525 29 35775 29 36026 29 36276 29 36526 29 36776 30 37027 29 37277 30 37528 31 37778 32 38028 34 38278 35 38528 36 38778 37 39030 39 39281 40 39531 42 39782 44 40032 47 40282 48 40533 50 40783 53 41037 57 41289 60 41540 63 41790 65 42040 68 42290 69 42540 70 42791 69 43044 66 43295 64 43546 62 43797 61 44048 59 44299 57 44551 54 44803 51 45055 48 45307 46 45560 43 45814 38 46068 33 46321 30 46572 28 46827 22 47083 16 47341 6
test_mask_495,18843 1 19086 9 19334 14 19579 23 19828 30 20075 40 20322 46 20571 50 20821 53 21069 57 21316 60 21564 62 21814 62 22063 58 22313 53 22562 52 22811 50 23060 47 23308 43 23556 41 23806 29 24056 27 24306 25 24555 24 24803 26 25049 29 25297 29 25546 29 25794 30 26043 30 26291 31 26540 32 26790 31 27040 31 27288 31 27537 32 27787 32 28036 33 28286 33 28535 34 28785 34 29034 36 29284 36 29533 36 29783 36 30033 36 30283 36 30533 36 30782 36 31032 36 31282 36 31532 36 31782 36 32032 36 32283 35 32533 35 32783 35 33033 35 33283 36 33533 37 33784 36 34034 36 34285 36 34535 36 34786 35 35036 35 35286 37 35536 38 35786 39 36036 40 36287 40 36537 40 36787 41 37038 41 37289 42 37539 43 37789 45 38040 45 38087 1 38290 45 38337 2 38540 46 38587 3 38790 46 38837 4 39040 51 39290 53 39540 53 39790 53 40040 54 40290 53 40540 54 40790 53 41040 56 41290 58 41540 60 41790 61 42040 62 42290 63 42540 64 42791 64 43043 66 43181 10 43293 69 43423 19 43544 71 43673 20 43795 73 43916 1 43918 1 43920 1 43923 20 44045 76 44165 29 44296 76 44415 29 44547 77 44649 3 44663 31 44796 79 44884 2 44896 7 44910 34 45046 93 45142 12 45160 36 45296 94 45392 11 45409 37 45547 106 45658 38 45797 105 45908 39 46047 105 46158 39 46298 103 46408 39 46548 100 46658 40 46798 98 46908 40 47048 96 47159 38 47298 95 47409 38 47549 91 47659 37 47800 89 47909 37 48051 86 48160 35 48302 83 48410 33 48553 81 48660 31 48804 79 48909 31 49055 78 49158 31 49305 78 49407 32 49556 77 49657 24 49682 7 49806 77 49905 26 49933 5 50056 77 50153 28 50186 2 50306 77 50402 29 50560 73 50651 30 50814 69 50900 15 50920 3 51065 69 51149 16 51168 1 51170 3 51317 68 51398 17 51419 4 51568 71 51642 23 51667 6 51820 95 51917 6 52072 93 52168 5 52324 91 52417 6 52576 89 52668 1 52670 3 52828 83 53081 77 53335 72 53591 58 53653 4 53853 39 54105 21 54139 2 54357 4 54362 6 54373 3
test_mask_496,15092 2 15336 9 15580 19 15827 26 16075 31 16322 38 16570 45 16818 49 17065 53 17314 54 17564 54 17813 55 18062 56 18311 57 18560 59 18808 61 19057 62 19306 63 19556 62 19805 44 19860 3 20055 40 20304 40 20553 40 20803 38 21052 38 21301 37 21549 38 21799 35 22048 34 22298 32 22548 30 22798 27 23047 25 23296 25 23544 26 23794 25 24043 25 24292 26 24542 25 24791 25 25041 24 25290 24 25540 23 25790 23 26040 22 26290 22 26540 21 26789 22 27039 21 27288 21 27538 20 27787 21 28037 21 28287 20 28537 20 28787 20 29037 19 29286 20 29536 20 29786 20 30036 20 30286 20 30536 20 30786 20 31036 20 31286 20 31536 20 31786 21 32036 21 32286 22 32536 22 32786 23 33036 23 33286 23 33536 23 33786 23 34037 22 34287 22 34537 22 34787 22 35037 22 35288 21 35539 20 35789 20 36040 19 36290 19 36540 19 36790 19 37041 18 37292 18 37542 19 37793 18 38043 19 38294 18 38545 18 38796 17 39047 17 39298 17 39548 18 39799 18 40050 18 40302 17 40554 16 40805 16 41056 16 41310 13 41564 11 41815 11 42067 11 42320 10 42571 13 42821 15 43074 19 43327 18 43580 16 43839 7
test_mask_497,13324 5 13568 16 13816 31 14064 38 14108 2 14314 39 14354 6 14564 47 14813 48 15063 48 15312 49 15561 50 15810 51 16060 52 16309 53 16558 55 16807 57 17056 61 17306 36 17344 23 17556 29 17595 22 17805 27 17847 15 18055 26 18099 9 18304 25 18352 5 18554 17 18603 1 18803 15 19053 12 19302 12 19551 12 19800 13 20050 13 20299 13 20549 12 20799 12 21049 11 21298 11 21547 10 21797 9 22046 9 22296 9 22545 9 22795 8 23045 8 23294 8 23543 9 23792 10 24042 9 24292 9 24542 9 24792 9 25042 9 25291 10 25541 9 25791 9 26041 8 26291 8 26541 8 26792 6 27042 6 27293 5 27423 4 27544 4 27673 4 27794 4 27924 1 28044 5 28294 5 28545 4 28795 4 29046 3 29296 3 29400 12 29547 1 29650 9 29900 9 30149 9 30399 8 30649 8 30899 8 31149 8 31399 8 31649 8 31899 8 32149 8 32399 7 32431 1 32650 5 32681 1 32900 3 32930 3 33150 1 33180 3 33400 1 33430 4 33650 1 33673 11 33900 1 33902 1 33923 12 34150 2 34153 1 34155 1 34173 12 34400 4 34405 1 34422 13 34650 7 34670 15 34900 7 34919 16 35168 16 35417 17 35667 17 35917 17 36167 17 36418 15 36668 15 36918 14 37170 10 37422 4
test_mask_498,16848 7 16864 9 17092 34 17335 40 17573 50 17819 53 18067 54 18316 54 18566 53 18815 53 19064 54 19313 53 19558 55 19805 55 20054 51 20303 46 20552 34 20801 33 21050 32 21299 30 21548 30 21798 29 22048 28 22297 27 22547 26 22796 26 23046 26 23295 26 23544 27 23794 26 24043 27 24293 27 24542 27 24792 27 25041 27 25291 27 25540 27 25790 27 26040 27 26290 26 26540 26 26790 26 27040 26 27290 25 27540 25 27790 25 28039 26 28289 26 28539 26 28789 25 29039 25 29288 26 29538 26 29788 26 30038 26 30288 26 30538 26 30788 26 31038 26 31288 26 31538 26 31788 26 32038 26 32287 27 32537 27 32787 27 33037 27 33287 27 33537 26 33787 26 34037 26 34287 26 34537 26 34787 26 35037 26 35287 26 35537 26 35787 26 36038 25 36288 25 36538 25 36788 25 37039 25 37290 24 37540 24 37790 24 38040 25 38290 25 38540 26 38791 26 39042 26 39293 26 39543 28 39793 28 40044 28 40294 30 40545 31 40795 33 41046 38 41297 42 41548 43 41798 45 42048 56 42298 59 42548 61 42800 60 43051 60 43302 58 43553 57 43805 55 44056 54 44306 53 44559 50 44812 47 45063 45 45313 44 45564 43 45814 43 46065 41 46317 39 46569 36 46822 32 47077 26 47328 6 47338 14 47591 11 47843 6
test_mask_499,17862 5 18104 2 18110 7 18333 4 18347 20 18576 11 18594 23 18822 43 19070 44 19318 46 19559 41 19808 37 20056 35 20305 32 20555 29 20804 27 21052 27 21301 27 21548 26 21798 24 22048 23 22298 23 22547 23 22797 21 23047 20 23295 21 23543 21 23792 22 24041 22 24290 23 24540 23 24790 22 25040 22 25289 22 25538 23 25788 23 26038 23 26288 23 26538 23 26788 24 27038 24 27287 25 27537 25 27787 24 28037 24 28287 24 28537 24 28787 24 29036 25 29286 25 29536 25 29786 25 30035 26 30285 26 30535 26 30785 26 31035 26 31284 27 31534 28 31783 29 32033 29 32283 29 32533 29 32782 30 33032 31 33282 31 33533 31 33783 31 34033 31 34283 31 34533 32 34783 32 35033 33 35284 33 35534 33 35784 34 36034 35 36284 36 36534 36 36784 37 37034 38 37284 39 37534 39 37784 40 38035 40 38285 42 38333 5 38535 43 38579 10 38785 56 39036 58 39286 59 39536 59 39786 60 40037 60 40287 60 40537 61 40787 62 41039 63 41289 63 41539 64 41790 64 42040 65 42290 66 42540 67 42790 68 43040 69 43291 69 43542 68 43792 68 44043 67 44294 67 44545 67 44796 69 45046 71 45297 70 45548 69 45798 69 46048 70 46299 69 46550 67 46802 65 47054 62 47305 60 47556 58 47806 57 48058 55 48309 53 48561 50 48813 48 49064 47 49315 46 49567 44 49820 42 50071 40 50321 40 50572 38 50838 6
